,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
14215,00328000019ut3oAAA,557700,2309178,0062x000009onQJAAY,0012800001SDUGsAAP,47,,Other Expenses,3,2000,17.714,Monthly,Loan Paid,
14216,003280000128jUcAAI,556607,2302162,0062x000009gmP2AAI,0012800001IzG4iAAF,47,,Vehicle Expenses,10,550,10.0,Weekly,Loan Paid,
14217,0030K00001MaUFQQA3,551807,2265341,0062x000009fms5AAA,0010K00001cQWDjQAO,47,,Living Expenses,3,200,12.0,Monthly,Loan Paid,
14218,00328000019ut3oAAA,548559,2239130,0062x000009en21AAA,0012800001SDUGsAAP,47,,Vehicle Expenses,3,5000,11.857,Monthly,Loan Paid,
14219,0030K00001Oeq84QAB,541850,2191712,0062x000009Ux3sAAC,0010K00001eKVkbQAG,47,,Life Event Expenses,5,450,10.0,Fortnightly,Loan Paid,
14220,00328000019ut1DAAQ,530349,2107302,0062x000008dcwSAAQ,0012800001SDUE7AAP,47,,Medical Expenses,5,2000,9.857,Fortnightly,Loan Paid,
14221,00328000015Si7QAAS,529282,2100116,0062x000009HPe3AAG,0012800001MwUDDAA3,47,,Home Maintenance & Repairs,5,1500,9.429,Fortnightly,Loan Paid,
14222,0030K00001MaUFQQA3,527326,2085374,0062x000009H1lcAAC,0010K00001cQWDjQAO,47,,Living Expenses,3,300,11.571,Monthly,Loan Paid,
14223,003280000128jUcAAI,520834,2033648,0062x000009BOBmAAO,0012800001IzG4iAAF,47,,Vehicle Expenses,14,650,14.143,Weekly,Loan Paid,
14224,0030K00001Oeq84QAB,519835,2025864,0062x000009B8thAAC,0010K00001eKVkbQAG,47,,Living Expenses,5,450,9.714,Fortnightly,Loan Paid,
14225,0030K00001MaUFQQA3,515571,1995840,0062x000009ABXgAAO,0010K00001cQWDjQAO,47,,Veterinary Expenses,3,400,11.286,Monthly,Loan Paid,
14226,0032x000002db0PAAQ,5081114,1950529,0062x0000098h47AAA,0012x000003EkGYAA0,47,,Medical Expenses,6,200,6.143,Weekly,Loan Paid,
14227,003280000128jUcAAI,506250,1933155,0062x00000989ZCAAY,0012800001IzG4iAAF,47,,Veterinary Expenses,10,450,9.714,Weekly,Loan Paid,
14228,00328000015Si7QAAS,505212,1927996,0062x0000097xBbAAI,0012800001MwUDDAA3,47,,Travel Expenses,5,2000,9.143,Fortnightly,Loan Paid,
14229,00328000019ut3oAAA,504855,1925562,0062x0000097rQQAAY,0012800001SDUGsAAP,47,,Relocation Expenses,3,5000,13.143,Monthly,Loan Paid,
14230,0030K00001MaUFQQA3,501837,1908492,0062x000009317MAAQ,0010K00001cQWDjQAO,47,,Living Expenses,3,300,10.857,Monthly,Loan Paid,
14231,0032x000002db0PAAQ,5077735,1856614,0062x0000091DhSAAU,0012x000003EkGYAA0,47,,Furniture or Appliances,6,200,6.429,Weekly,Loan Paid,
14232,00328000019ut1DAAQ,492822,1854371,0062x00000919l2AAA,0012800001SDUE7AAP,47,,Home Maintenance & Repairs,5,2000,9.286,Fortnightly,Loan Paid,
14233,0030K00001Oeq84QAB,489412,1834431,0062x0000090UThAAM,0010K00001eKVkbQAG,47,,Travel Expenses,5,450,10.286,Fortnightly,Loan Paid,
14234,0030K00001MaUFQQA3,487100,1821328,0062x00000903QMAAY,0010K00001cQWDjQAO,47,,Life Event Expenses,3,400,10.429,Monthly,Loan Paid,
14235,00328000015Si7QAAS,481086,1785052,0062x000008yxkuAAA,0012800001MwUDDAA3,47,,Travel Expenses,5,2000,10.0,Fortnightly,Loan Paid,
14236,0032800001A4yXxAAJ,481604,1787094,0062x000008z28NAAQ,0012800001SmRh2AAF,47,,Living Expenses,5,300,10.0,Fortnightly,Loan Paid,
14237,0032x000002db0PAAQ,5075059,1779572,0062x000008ASZuAAO,0012x000003EkGYAA0,47,,Furniture or Appliances,6,200,6.286,Weekly,Loan Paid,
14238,0032800001A4yXxAAJ,474605,1739590,0062x0000089F5bAAE,0012800001SmRh2AAF,47,,Living Expenses,5,200,10.286,Fortnightly,Loan Paid,
14239,0030K00001Oeq84QAB,473940,1735950,0062x00000897OuAAI,0010K00001eKVkbQAG,47,,Living Expenses,5,450,9.286,Fortnightly,Loan Paid,
14240,003280000128jUcAAI,472303,1725344,0062x0000088pRrAAI,0012800001IzG4iAAF,47,,Medical Expenses,14,600,13.714,Weekly,Loan Paid,
14241,00328000019ut3oAAA,471559,1720343,0062x0000088fqTAAQ,0012800001SDUGsAAP,47,,Medical Expenses,3,1600,9.857,Monthly,Loan Paid,
14242,0032x000002db0PAAQ,5071950,1694932,0062x0000087qYbAAI,0012x000003EkGYAA0,47,,Veterinary Expenses,6,350,5.714,Weekly,Loan Paid,
14243,0032800001A4yXxAAJ,463914,1674088,0062x0000087AomAAE,0012800001SmRh2AAF,47,,Other Expenses,5,250,10.0,Fortnightly,Loan Paid,
14244,00328000019ut1DAAQ,460390,1652244,0062x0000086MFcAAM,0012800001SDUE7AAP,47,,Life Event Expenses,5,1000,13.714,Fortnightly,Loan Paid,
14245,00328000015Si7QAAS,457359,1630552,0062x0000070ePhAAI,0012800001MwUDDAA3,47,,Other Expenses,5,2000,10.0,Fortnightly,Loan Paid,
14246,0032x000002db0PAAQ,5068737,1610040,0062x000007b6uGAAQ,0012x000003EkGYAA0,47,,Furniture or Appliances,6,200,6.0,Weekly,Loan Paid,
14247,003280000128jUcAAI,453681,1606698,0062x000007b1szAAA,0012800001IzG4iAAF,47,,Veterinary Expenses,10,550,13.857,Weekly,Loan Paid,
14248,0030K00001Oeq84QAB,448268,1567555,0062x000007ZyEiAAK,0010K00001eKVkbQAG,47,,Living Expenses,5,450,10.0,Fortnightly,Loan Paid,
14249,0032800001A4yXxAAJ,446600,1555660,0062x000007ZemiAAC,0012800001SmRh2AAF,47,,Living Expenses,5,500,9.857,Fortnightly,Loan Paid,
14250,003280000128jUcAAI,445855,1550779,0062x000007ZXQwAAO,0012800001IzG4iAAF,47,,Child Expenses,10,200,9.857,Weekly,Loan Paid,
14251,0032x000002db0PAAQ,5065918,1528033,0062x000007YykxAAC,0012x000003EkGYAA0,47,,Life Event Expenses,6,450,6.143,Weekly,Loan Paid,
14252,00328000015Si7QAAS,440290,1510562,0062x00000759bfAAA,0012800001MwUDDAA3,47,,Home Maintenance & Repairs,5,2000,14.0,Fortnightly,Loan Paid,
14253,0032x000002db0PAAQ,5065212,1512206,0062x0000075BqaAAE,0012x000003EkGYAA0,47,,Life Event Expenses,6,300,6.0,Weekly,Loan Paid,
14254,0032800001A4yXxAAJ,440299,1510587,0062x00000759dWAAQ,0012800001SmRh2AAF,47,,Vehicle Expenses,5,400,10.0,Fortnightly,Loan Paid,
14255,0030K00001MaUFQQA3,438939,1497584,0062x0000074p5AAAQ,0010K00001cQWDjQAO,47,,Living Expenses,3,200,9.571,Monthly,Loan Paid,
14256,00328000019ut3oAAA,438954,1497378,0062x0000074oaMAAQ,0012800001SDUGsAAP,47,,Vehicle Expenses,3,5000,12.571,Monthly,Loan Paid,
14257,0032x000002db0PAAQ,5093447,2305363,0062x000009oFMjAAM,0012x000003EkGYAA0,47,,Life Event Expenses,6,450,6.143,Weekly,Loan Paid,
14258,0030K00001obKSOQA2,5064003,1470801,0062x00000746C5AAI,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.143,Fortnightly,Loan Paid,
14259,0030K00001SCJMgQAP,591780,2529711,0062x00000AHK7YAAX,0010K00001hTzwHQAS,46,,Life Event Expenses,5,1250,9.857,Fortnightly,Loan Paid,
14260,0030K00001obKSOQA2,5100708,2522024,0062x00000AH7F2AAL,0010K000021FKeWQAW,46,,Home Maintenance & Repairs,3,400,5.286,Fortnightly,Loan Paid,
14261,0030K00001obKSOQA2,5098316,2451993,0062x00000A9CkpAAF,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.429,Fortnightly,Loan Paid,
14262,0030K00001SCJMgQAP,574928,2432074,0062x00000A8kIkAAJ,0010K00001hTzwHQAS,46,,Life Event Expenses,5,1000,14.0,Fortnightly,Loan Paid,
14263,0030K00001PWjWsQAL,572063,2411595,0062x00000A8ErIAAV,0010K00001feCQ6QAM,46,,Living Expenses,7,800,13.0,Fortnightly,Loan Paid,
14264,0030K00001M4axhQAB,566969,2377357,0062x000009qbkKAAQ,0010K00001c7lNjQAI,46,,Vehicle Expenses,12,2500,12.143,Weekly,Loan Paid,
14265,0030K00001obKSOQA2,5095049,2349045,0062x000009prb8AAA,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.429,Fortnightly,Loan Paid,
14266,0030K00001SCJMgQAP,553790,2280311,0062x000009gBdZAAU,0010K00001hTzwHQAS,46,,Life Event Expenses,5,1000,14.143,Fortnightly,Loan Paid,
14267,0030K00001PWjWsQAL,552560,2270232,0062x000009fuFmAAI,0010K00001feCQ6QAM,46,,Living Expenses,5,400,10.714,Fortnightly,Loan Paid,
14268,00328000019usvyAAA,551798,2264048,0062x000009fkPDAAY,0012800001SDU8xAAH,46,,Vehicle Expenses,14,600,13.857,Weekly,Loan Paid,
14269,0030K00001obKSOQA2,5092028,2253157,0062x000009fKgiAAE,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.429,Fortnightly,Loan Paid,
14270,0030K00001M4axhQAB,544505,2209815,0062x000009VXK5AAO,0010K00001c7lNjQAI,46,,Vehicle Expenses,10,2000,10.143,Weekly,Loan Paid,
14271,0030K00001SCJMgQAP,541783,2190398,0062x000009Uup4AAC,0010K00001hTzwHQAS,46,,Life Event Expenses,5,600,10.143,Fortnightly,Loan Paid,
14272,0030K00001obKSOQA2,5088958,2163567,0062x000009TmlKAAS,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.429,Fortnightly,Loan Paid,
14273,0030K00001obKSOQA2,5085742,2076712,0062x000009Gm2wAAC,0010K000021FKeWQAW,46,,Home Maintenance & Repairs,3,400,6.429,Fortnightly,Loan Paid,
14274,0030K00001SCJMgQAP,522450,2046528,0062x000009Fy6GAAS,0010K00001hTzwHQAS,46,,Life Event Expenses,5,600,8.714,Fortnightly,Loan Paid,
14275,0030K00001M4axhQAB,512095,1971675,0062x0000099RqcAAE,0010K00001c7lNjQAI,46,,Vehicle Expenses,14,2000,14.143,Weekly,Loan Paid,
14276,0030K00001obKSOQA2,5081943,1968901,0062x0000099MTXAA2,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,5.429,Fortnightly,Loan Paid,
14277,00328000019usvyAAA,509553,1954804,0062x0000098xG0AAI,0012800001SDU8xAAH,46,,Vehicle Expenses,14,600,13.857,Weekly,Loan Paid,
14278,0030K00001obKSOQA2,5080421,1933823,0062x0000098B6YAAU,0010K000021FKeWQAW,46,,Home Maintenance & Repairs,3,400,4.857,Fortnightly,Loan Paid,
14279,0030K00001PWjWsQAL,499491,1895399,0062x0000092XfEAAU,0010K00001feCQ6QAM,46,,Living Expenses,5,400,9.857,Fortnightly,Loan Paid,
14280,0030K00001obKSOQA2,5078759,1882352,0062x000009274TAAQ,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,5.286,Fortnightly,Loan Paid,
14281,0030K00001M4axhQAB,494726,1867083,0062x0000091aIEAAY,0010K00001c7lNjQAI,46,,Life Event Expenses,10,1500,9.857,Weekly,Loan Paid,
14282,0030K00001obKSOQA2,5076816,1837077,0062x0000090ao7AAA,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,5.286,Fortnightly,Loan Paid,
14283,0030K00001obKSOQA2,5075138,1781518,0062x000008ysOYAAY,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.143,Fortnightly,Loan Paid,
14284,0030K00001PWjWsQAL,475807,1746875,0062x0000089TeHAAU,0010K00001feCQ6QAM,46,,Living Expenses,5,450,9.0,Fortnightly,Loan Paid,
14285,00328000019usvyAAA,472584,1726811,0062x0000088ryeAAA,0012800001SDU8xAAH,46,,Vehicle Expenses,14,600,13.857,Weekly,Loan Paid,
14286,0030K00001obKSOQA2,5072268,1704256,0062x000008899kAAA,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.143,Fortnightly,Loan Paid,
14287,0030K00001PWjWsQAL,463177,1669255,0062x00000870gmAAA,0010K00001feCQ6QAM,46,,Living Expenses,5,350,9.143,Fortnightly,Loan Paid,
14288,0030K00001obKSOQA2,5069482,1628560,0062x0000070bRQAAY,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.143,Fortnightly,Loan Paid,
14289,0030K00001M4axhQAB,450471,1583818,0062x000007aNKbAAM,0010K00001c7lNjQAI,46,,Vehicle Expenses,10,1500,14.143,Weekly,Loan Paid,
14290,0030K00001obKSOQA2,5066608,1551619,0062x000007ZYoyAAG,0010K000021FKeWQAW,46,,Furniture or Appliances,3,400,6.0,Fortnightly,Loan Paid,
14291,00328000019usvyAAA,442004,1524158,0062x000007YtDfAAK,0012800001SDU8xAAH,46,,Medical Expenses,10,600,14.143,Weekly,Loan Paid,
14292,0030K00001obKSOQA2,5083391,2013269,0062x000009AjezAAC,0010K000021FKeWQAW,46,,Home Maintenance & Repairs,3,400,5.429,Fortnightly,Loan Paid,
14293,0030K00001sDukgQAC,5063857,1465646,0062x0000073ybfAAA,0010K0000242mNcQAI,45,,Veterinary Expenses,3,500,6.0,Fortnightly,Loan Paid,
14294,0032x000002SMswAAG,5102027,2551400,0062x00000AHqlNAAT,0012x000003Cez4AAC,45,,Home Maintenance & Repairs,6,500,5.857,Weekly,Loan Paid,
14295,0030K00001sDukgQAC,5101726,2545347,0062x00000AHhLiAAL,0010K0000242mNcQAI,45,,Medical Expenses,3,500,6.0,Fortnightly,Loan Paid,
14296,0032x000002SMswAAG,5101410,2537273,0062x00000AHUfbAAH,0012x000003Cez4AAC,45,,Living Expenses,6,250,6.429,Weekly,Loan Paid,
14297,00328000019urh1AAA,587757,2509385,0062x00000AGmZrAAL,0012800001SDTFPAA5,45,,Medical Expenses,10,200,10.571,Weekly,Loan Paid,
14298,00328000019ut1bAAA,585421,2497588,0062x00000AALW4AAP,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,200,10.0,Fortnightly,Loan Paid,
14299,0030K00001mjUWXQA2,584931,2494520,0062x00000AAGXdAAP,0010K000020H0ozQAC,45,,Other Expenses,3,1500,10.0,Monthly,Loan Paid,
14300,0032x000002SMswAAG,5098304,2451704,0062x00000A9CNlAAN,0012x000003Cez4AAC,45,,Living Expenses,6,500,6.143,Weekly,Loan Paid,
14301,0030K00001Xz0PdQAJ,572131,2411713,0062x00000A8F2HAAV,0010K00001mfv0DQAQ,45,,Vehicle Expenses,7,600,13.857,Fortnightly,Loan Paid,
14302,00328000019urh1AAA,571256,2406836,0062x000009rKsKAAU,0012800001SDTFPAA5,45,,Furniture or Appliances,10,450,9.714,Weekly,Loan Paid,
14303,0030K00001sDukgQAC,5096739,2401470,0062x000009rC4zAAE,0010K0000242mNcQAI,45,,Veterinary Expenses,3,500,6.0,Fortnightly,Loan Paid,
14304,0030K00001mjUWXQA2,569929,2397835,0062x000009r63aAAA,0010K000020H0ozQAC,45,,Medical Expenses,3,1500,9.429,Monthly,Loan Paid,
14305,0032x000002SMswAAG,5095343,2355871,0062x000009q2dLAAQ,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.857,Weekly,Loan Paid,
14306,00328000019usyKAAQ,562862,2348634,0062x000009pqlqAAA,0012800001SDUBJAA5,45,,Travel Expenses,3,2000,11.571,Monthly,Loan Paid,
14307,00328000019urh1AAA,557108,2305493,0062x000009oOJJAA2,0012800001SDTFPAA5,45,,Vehicle Expenses,10,250,9.714,Weekly,Loan Paid,
14308,0030K00001mjUWXQA2,556859,2304361,0062x000009nyzxAAA,0010K000020H0ozQAC,45,,Veterinary Expenses,3,1500,13.143,Monthly,Loan Paid,
14309,0030K00001sDukgQAC,5093304,2300944,0062x000009gk4eAAA,0010K0000242mNcQAI,45,,Medical Expenses,3,500,6.0,Fortnightly,Loan Paid,
14310,00328000019ut1bAAA,556249,2299087,0062x000009ggyAAAQ,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,200,9.571,Fortnightly,Loan Paid,
14311,0032x000002SMswAAG,5093008,2287173,0062x000009gMdhAAE,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.714,Weekly,Loan Paid,
14312,0030K00001Xz0PdQAJ,552495,2269904,0062x000009ftOpAAI,0010K00001mfv0DQAQ,45,,Furniture or Appliances,5,350,9.571,Fortnightly,Loan Paid,
14313,0030K00001mjUWXQA2,551467,2262879,0062x000009fhx7AAA,0010K000020H0ozQAC,45,,Vehicle Expenses,3,750,10.571,Monthly,Loan Paid,
14314,00328000019urh1AAA,550982,2258678,0062x000009fWG6AAM,0012800001SDTFPAA5,45,,Other,10,200,9.714,Weekly,Loan Paid,
14315,0032x000002SMswAAG,5092169,2256657,0062x000009fS9TAAU,0012x000003Cez4AAC,45,,Living Expenses,6,500,6.0,Weekly,Loan Paid,
14316,00328000019usp9AAA,547979,2234970,0062x000009WIQjAAO,0012800001SDU2CAAX,45,,Life Event Expenses,7,700,14.0,Fortnightly,Loan Paid,
14317,0030K00001Xz0PdQAJ,545823,2218285,0062x000009Vp73AAC,0010K00001mfv0DQAQ,45,,Living Expenses,5,350,9.857,Fortnightly,Loan Paid,
14318,0030K00001sDukgQAC,5090223,2209462,0062x000009VWe4AAG,0010K0000242mNcQAI,45,,Medical Expenses,3,500,6.0,Fortnightly,Loan Paid,
14319,00328000019ut1bAAA,542786,2196703,0062x000009V77qAAC,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,200,10.143,Fortnightly,Loan Paid,
14320,0030K00001Xz0PdQAJ,542864,2196892,0062x000009V7bcAAC,0010K00001mfv0DQAQ,45,,Living Expenses,5,350,8.857,Fortnightly,Loan Paid,
14321,0032x000002SMswAAG,5089892,2194821,0062x000009V3dRAAS,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.714,Weekly,Loan Paid,
14322,00328000019ut1bAAA,539768,2175217,0062x000009UL2iAAG,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,200,9.143,Fortnightly,Loan Paid,
14323,00328000019usp9AAA,538040,2163604,0062x000009TmrDAAS,0012800001SDU2CAAX,45,,Living Expenses,5,200,9.286,Fortnightly,Loan Paid,
14324,00328000019ut1bAAA,538162,2164402,0062x000009To2cAAC,0012800001SDUEVAA5,45,,Medical Expenses,5,200,9.571,Fortnightly,Loan Paid,
14325,00328000019usyKAAQ,536717,2152796,0062x000009TQxSAAW,0012800001SDUBJAA5,45,,Vehicle Expenses,3,1200,11.429,Monthly,Loan Paid,
14326,0032x000002SMswAAG,5087727,2132976,0062x000009SlaqAAC,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.571,Weekly,Loan Paid,
14327,0030K00001Xz0PdQAJ,533815,2131117,0062x000009ShzcAAC,0010K00001mfv0DQAQ,45,,Vehicle Expenses,5,500,9.857,Fortnightly,Loan Paid,
14328,0030K00001mjUWXQA2,533502,2129629,0062x000009SewfAAC,0010K000020H0ozQAC,45,,Home Maintenance & Repairs,3,1500,12.286,Monthly,Loan Paid,
14329,0030K00001sDukgQAC,5087369,2125665,0062x000009SWmeAAG,0010K0000242mNcQAI,45,,Vehicle Expenses,3,500,5.857,Fortnightly,Loan Paid,
14330,00328000019ut1bAAA,533254,2127402,0062x000009SZzWAAW,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,200,9.286,Fortnightly,Loan Paid,
14331,0032x000002SMswAAG,5084242,2038113,0062x000009Fj4OAAS,0012x000003Cez4AAC,45,,Furniture or Appliances,6,500,5.857,Weekly,Loan Paid,
14332,0030K00001mjUWXQA2,521355,2038519,0062x000009FjcyAAC,0010K000020H0ozQAC,45,,Home Maintenance & Repairs,3,1500,12.0,Monthly,Loan Paid,
14333,00328000019ut1bAAA,520515,2031720,0062x000009BJviAAG,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,350,9.571,Fortnightly,Loan Paid,
14334,0030K00001sDukgQAC,5082845,1992652,0062x000009A53IAAS,0010K0000242mNcQAI,45,,Vehicle Expenses,3,500,6.0,Fortnightly,Loan Paid,
14335,0032x000002SMswAAG,5081876,1967735,0062x0000099JX0AAM,0012x000003Cez4AAC,45,,Living Expenses,6,500,6.143,Weekly,Loan Paid,
14336,0030K00001mjUWXQA2,509030,1951419,0062x0000098ihUAAQ,0010K000020H0ozQAC,45,,Home Maintenance & Repairs,3,1500,11.143,Monthly,Loan Paid,
14337,0030K00001Xz0PdQAJ,502822,1913373,0062x0000097O8iAAE,0010K00001mfv0DQAQ,45,,Vehicle Expenses,5,500,9.857,Fortnightly,Loan Paid,
14338,0030K00001sDukgQAC,5079337,1903952,0062x0000092qEzAAI,0010K0000242mNcQAI,45,,Medical Expenses,3,500,6.0,Fortnightly,Loan Paid,
14339,0032x000002SMswAAG,5077986,1863107,0062x0000091RzgAAE,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.857,Weekly,Loan Paid,
14340,0030K00001mjUWXQA2,493148,1857165,0062x0000091Et5AAE,0010K000020H0ozQAC,45,,Travel Expenses,3,1200,11.0,Monthly,Loan Paid,
14341,00328000019usp9AAA,490328,1839940,0062x0000090h9DAAQ,0012800001SDU2CAAX,45,,Travel Expenses,7,800,14.0,Fortnightly,Loan Paid,
14342,00328000019usyKAAQ,489423,1833728,0062x0000090TXsAAM,0012800001SDUBJAA5,45,,Vehicle Expenses,3,2000,12.714,Monthly,Loan Paid,
14343,0030K00001sDukgQAC,5076193,1818278,0062x000008zwp6AAA,0010K0000242mNcQAI,45,,Veterinary Expenses,3,500,6.0,Fortnightly,Loan Paid,
14344,0030K00001mjUWXQA2,484691,1806477,0062x000008zZGqAAM,0010K000020H0ozQAC,45,,Home Maintenance & Repairs,3,1200,13.571,Monthly,Loan Paid,
14345,0032x000002SMswAAG,5075754,1801544,0062x000008zPlOAAU,0012x000003Cez4AAC,45,,Medical Expenses,6,500,5.857,Weekly,Loan Paid,
14346,0030K00001Xz0PdQAJ,476189,1749585,0062x0000089Y7eAAE,0010K00001mfv0DQAQ,45,,Vehicle Expenses,7,650,13.714,Fortnightly,Loan Paid,
14347,00328000019usyKAAQ,476186,1749597,0062x0000089Y8hAAE,0012800001SDUBJAA5,45,,Vehicle Expenses,3,1000,12.857,Monthly,Loan Paid,
14348,0030K00001sDukgQAC,5073119,1738242,0062x0000089CTlAAM,0010K0000242mNcQAI,45,,Medical Expenses,3,500,6.0,Fortnightly,Loan Paid,
14349,00328000019ut1bAAA,469601,1708457,0062x0000088IPgAAM,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,400,9.143,Fortnightly,Loan Paid,
14350,0030K00001mjUWXQA2,469071,1705609,0062x0000088BdkAAE,0010K000020H0ozQAC,45,,Travel Expenses,3,1500,10.0,Monthly,Loan Paid,
14351,0032x000002SMswAAG,5072229,1702988,0062x00000886tvAAA,0012x000003Cez4AAC,45,,Child Expenses,6,350,6.0,Weekly,Loan Paid,
14352,00328000019ut1bAAA,467938,1699718,0062x0000087yplAAA,0012800001SDUEVAA5,45,,Home Maintenance & Repairs,5,300,9.571,Fortnightly,Loan Paid,
14353,00328000019usp9AAA,465598,1685923,0062x0000087aXhAAI,0012800001SDU2CAAX,45,,Travel Expenses,5,650,14.0,Fortnightly,Loan Paid,
14354,00328000019usyKAAQ,462974,1668303,0062x0000086y45AAA,0012800001SDUBJAA5,45,,Vehicle Expenses,3,2000,17.143,Monthly,Loan Paid,
14355,0030K00001sDukgQAC,5070425,1665090,0062x0000086qXTAAY,0010K0000242mNcQAI,45,,Vehicle Expenses,3,500,6.0,Fortnightly,Loan Paid,
14356,0032x000002SMswAAG,5070358,1663586,0062x0000086nLIAAY,0012x000003Cez4AAC,45,,Furniture or Appliances,6,500,6.143,Weekly,Loan Paid,
14357,0030K00001mjUWXQA2,456241,1622853,0062x0000070SshAAE,0010K000020H0ozQAC,45,,Veterinary Expenses,3,1500,9.714,Monthly,Loan Paid,
14358,00328000019usyKAAQ,455633,1618331,0062x000007bK8OAAU,0012800001SDUBJAA5,45,,Vehicle Expenses,3,750,15.286,Monthly,Loan Paid,
14359,0032x000002SMswAAG,5067000,1569407,0062x000007a0S3AAI,0012x000003Cez4AAC,45,,Living Expenses,6,500,5.857,Weekly,Loan Paid,
14360,00328000019ut1bAAA,447653,1562892,0062x000007ZqtBAAS,0012800001SDUEVAA5,45,,Furniture or Appliances,5,200,10.571,Fortnightly,Loan Paid,
14361,0030K00001mjUWXQA2,445951,1551812,0062x000007ZZ3jAAG,0010K000020H0ozQAC,45,,Vehicle Expenses,3,1500,9.143,Monthly,Loan Paid,
14362,0030K00001sDukgQAC,5066638,1552408,0062x000007ZZnXAAW,0010K0000242mNcQAI,45,,Vehicle Expenses,4,500,7.714,Fortnightly,Loan Paid,
14363,0030K00001Xz0PdQAJ,446297,1553467,0062x000007ZbIqAAK,0010K00001mfv0DQAQ,45,,Vehicle Expenses,7,650,13.857,Fortnightly,Loan Paid,
14364,0032x000002SMswAAG,5065289,1514465,0062x0000075FbJAAU,0012x000003Cez4AAC,45,,Living Expenses,6,200,5.571,Weekly,Loan Paid,
14365,00328000019usyKAAQ,438655,1496105,0062x0000074mRHAAY,0012800001SDUBJAA5,45,,Child Expenses,3,2000,16.857,Monthly,Loan Paid,
14366,0032x000002SMswAAG,5064253,1482864,0062x0000074PsDAAU,0012x000003Cez4AAC,45,,Living Expenses,6,500,6.143,Weekly,Loan Paid,
14367,0030K00001mjUWXQA2,434188,1465988,0062x0000073yz4AAA,0010K000020H0ozQAC,45,,Home Maintenance & Repairs,3,1500,9.0,Monthly,Loan Paid,
14368,0032x000002SMswAAG,5097261,2421352,0062x00000A8TXdAAN,0012x000003Cez4AAC,45,,Living Expenses,6,200,6.286,Weekly,Loan Paid,
14369,00328000019usllAAA,435743,1476420,0062x0000074ErxAAE,0012800001SDTz4AAH,44,,Life Event Expenses,10,700,9.714,Weekly,Loan Paid,
14370,0030K00001MZgwNQAT,597103,2556583,0062x00000AHz9aAAD,0010K00001cPldEQAS,44,,Medical Expenses,5,200,9.714,Fortnightly,Loan Paid,
14371,0030K00001vIORZQA4,5101855,2547631,0062x00000AHkg0AAD,0010K000026M2seQAC,44,,Vehicle Expenses,5,1200,10.143,Fortnightly,Loan Paid,
14372,0030K00001vIORZQA4,5100739,2521912,0062x00000AH77rAAD,0010K000026M2seQAC,44,,Living Expenses,3,250,5.143,Fortnightly,Loan Paid,
14373,0030K00001vIORZQA4,5098909,2465122,0062x00000A9X39AAF,0010K000026M2seQAC,44,,Vehicle Expenses,3,750,5.714,Fortnightly,Loan Paid,
14374,00328000019usllAAA,572001,2411243,0062x00000A8EKYAA3,0012800001SDTz4AAH,44,,Home Maintenance & Repairs,10,700,9.857,Weekly,Loan Paid,
14375,0030K00001vIORZQA4,5097086,2411656,0062x00000A8ExzAAF,0010K000026M2seQAC,44,,Medical Expenses,3,200,5.857,Fortnightly,Loan Paid,
14376,0030K00001MZgwNQAT,567275,2380018,0062x000009qfj1AAA,0010K00001cPldEQAS,44,,Medical Expenses,5,200,9.143,Fortnightly,Loan Paid,
14377,0030K00001MZgwNQAT,564186,2358607,0062x000009q729AAA,0010K00001cPldEQAS,44,,Medical Expenses,5,200,10.0,Fortnightly,Loan Paid,
14378,00328000015T7bSAAS,562238,2343903,0062x000009pjOUAAY,0012800001NDh1RAAT,44,,Vehicle Expenses,5,500,10.286,Fortnightly,Loan Paid,
14379,0030K00001vIORZQA4,5094016,2320995,0062x000009p6qrAAA,0010K000026M2seQAC,44,,Living Expenses,3,400,5.286,Fortnightly,Loan Paid,
